1 0.00108595329357 0.00069184812634 0.01306648118747
2 0.05570615793801 0.0470462834817482 0.0808214107945844
3 0.110960510062 0.0858452572054205 0.1196203845182566
4 0.16775262529357 0.1536001908125328 0.1704965556134752
5 0.22386718870095 0.2226317342269724 0.2250429225525465
6 0.27922913535497 0.2789683601636384 0.279986191583383
7 0.33449674934886 0.3343536637532267 0.3346419954794797
8 0.38971388035071 0.3896501603060329 0.3898429844997509
9 0.44498798651281 0.4449442695107564 0.4450482116911587
10 0.50032460570885 0.5003001372565947 0.5003654899177477
11 0.55567359281645 0.555645513441128 0.5556963486849966
12 0.61099309318355 0.6109703373150026 0.6110211725588712
13 0.66634208129116 0.6663011970822552 0.6663665497434152
14 0.72167867048719 0.7216184453088417 0.721722387489244
15 0.77695280664929 0.7768237025002449 0.7770165266939628
16 0.83216990665114 0.832070574150805 0.83231299224677
17 0.88743755164503 0.8866804954166128 0.8876983268363574
18 0.94279945329906 0.9416237194474562 0.9440349077730303
